"species","kingdom","phylum","class"
"Antrostomus vociferus","Animalia","Chordata","Aves"
"Calidris alpina","Animalia","Chordata","Aves"
"Anas clypeata","Animalia","Chordata","Aves"
"Aythya affinis","Animalia","Chordata","Aves"
"Bubo virginianus","Animalia","Chordata","Aves"
"Polioptila caerulea","Animalia","Chordata","Aves"
"Bartramia longicauda","Animalia","Chordata","Aves"
"Spizella pallida","Animalia","Chordata","Aves"
"Puffinus gravis","Animalia","Chordata","Aves"
"Podilymbus podiceps","Animalia","Chordata","Aves"
"Haematopus palliatus","Animalia","Chordata","Aves"
"Spizelloides arborea","Animalia","Chordata","Aves"
"Cistothorus palustris","Animalia","Chordata","Aves"
"Uria aalge","Animalia","Chordata","Aves"
"Nycticorax nycticorax","Animalia","Chordata","Aves"
"Spiza americana","Animalia","Chordata","Aves"
"Picoides arcticus","Animalia","Chordata","Aves"
"Rallus limicola","Animalia","Chordata","Aves"
"Anas discors","Animalia","Chordata","Aves"
"Fulica americana","Animalia","Chordata","Aves"
"Perisoreus canadensis","Animalia","Chordata","Aves"
"Bucephala islandica","Animalia","Chordata","Aves"
"Fulmarus glacialis","Animalia","Chordata","Aves"
"Acanthis flammea","Animalia","Chordata","Aves"
"Oxyura jamaicensis","Animalia","Chordata","Aves"
"Pinicola enucleator","Animalia","Chordata","Aves"
"Pooecetes gramineus","Animalia","Chordata","Aves"
"Coccyzus americanus","Animalia","Chordata","Aves"
"Anas americana","Animalia","Chordata","Aves"
"Gallinago delicata","Animalia","Chordata","Aves"
"Thryothorus ludovicianus","Animalia","Chordata","Aves"
"Tringa semipalmata","Animalia","Chordata","Aves"
"Passerella iliaca","Animalia","Chordata","Aves"
"Calonectris diomedea","Animalia","Chordata","Aves"
"Icteria virens","Animalia","Chordata","Aves"
"Puffinus puffinus","Animalia","Chordata","Aves"
"Numenius phaeopus","Animalia","Chordata","Aves"
"Branta bernicla","Animalia","Chordata","Aves"
"Empidonax traillii","Animalia","Chordata","Aves"
"Piranga rubra","Animalia","Chordata","Aves"
"Calidris melanotos","Animalia","Chordata","Aves"
"Catharus minimus","Animalia","Chordata","Aves"
"Parkesia motacilla","Animalia","Chordata","Aves"
"Progne subis","Animalia","Chordata","Aves"
"Egretta caerulea","Animalia","Chordata","Aves"
"Helmitheros vermivorum","Animalia","Chordata","Aves"
"Protonotaria citrea","Animalia","Chordata","Aves"
"Stercorarius pomarinus","Animalia","Chordata","Aves"
"Rynchops niger","Animalia","Chordata","Aves"
"Calcarius lapponicus","Animalia","Chordata","Aves"
"Pluvialis dominica","Animalia","Chordata","Aves"
"Calidris canutus","Animalia","Chordata","Aves"
"Limosa haemastica","Animalia","Chordata","Aves"
"Stercorarius parasiticus","Animalia","Chordata","Aves"
"Vireo griseus","Animalia","Chordata","Aves"
"Aquila chrysaetos","Animalia","Chordata","Aves"
"Chondestes grammacus","Animalia","Chordata","Aves"
"Chroicocephalus ridibundus","Animalia","Chordata","Aves"
"Picoides dorsalis","Animalia","Chordata","Aves"
"Gavia pacifica","Animalia","Chordata","Aves"
"Limnothlypis swainsonii","Animalia","Chordata","Aves"
"Stelgidopteryx serripennis","Animalia","Chordata","Aves"
"Corvus ossifragus","Animalia","Chordata","Aves"
"Porphyrio martinica","Animalia","Chordata","Aves"
"Asio flammeus","Animalia","Chordata","Aves"
"Aythya americana","Animalia","Chordata","Aves"
"Grus canadensis","Animalia","Chordata","Aves"
"Coragyps atratus","Animalia","Chordata","Aves"
"Passerina caerulea","Animalia","Chordata","Aves"
"Ammodramus savannarum","Animalia","Chordata","Aves"
"Setophaga citrina","Animalia","Chordata","Aves"
"Phalaropus fulicarius","Animalia","Chordata","Aves"
"Vireo flavifrons","Animalia","Chordata","Aves"
"Limnodromus scolopaceus","Animalia","Chordata","Aves"
"Limosa fedoa","Animalia","Chordata","Aves"
"Setophaga dominica","Animalia","Chordata","Aves"
"Calamospiza melanocorys","Animalia","Chordata","Aves"
"Icterus spurius","Animalia","Chordata","Aves"
"Chen caerulescens","Animalia","Chordata","Aves"
"Oenanthe oenanthe","Animalia","Chordata","Aves"
"Melanerpes erythrocephalus","Animalia","Chordata","Aves"
"Calidris himantopus","Animalia","Chordata","Aves"
"Thalasseus maximus","Animalia","Chordata","Aves"
"Cistothorus platensis","Animalia","Chordata","Aves"
"Calidris bairdii","Animalia","Chordata","Aves"
"Plegadis falcinellus","Animalia","Chordata","Aves"
"Tyrannus forficatus","Animalia","Chordata","Aves"
"Setophaga cerulea","Animalia","Chordata","Aves"
"Phasianus colchicus","Animalia","Chordata","Aves"
"Vermivora chrysoptera","Animalia","Chordata","Aves"
"Phalaropus tricolor","Animalia","Chordata","Aves"
"Amblyscirtes hegon","Animalia","Arthropoda","Insecta"
"Wesmaelius nervosus","Animalia","Arthropoda","Insecta"
"Micromus montanus","Animalia","Arthropoda","Insecta"
"Harpalus ","Animalia","Arthropoda","Insecta"
"Gastrellarius honestus","Animalia","Arthropoda","Insecta"
"Pterostichus adoxus","Animalia","Arthropoda","Insecta"
"Pterostichus melanarius","Animalia","Arthropoda","Insecta"
" ","Animalia","Arthropoda","Insecta"
" ","Animalia","Arthropoda","Arachnida"
" ","Animalia","Arthropoda","Diplopoda"
"Leptothorax ","Animalia","Arthropoda","Insecta"
"Myrmica schencki","Animalia","Arthropoda","Insecta"
"Formica fusca","Animalia","Arthropoda","Insecta"
"Formica aserva","Animalia","Arthropoda","Insecta"
"Crematogaster lineolata","Animalia","Arthropoda","Insecta"
"Lasius subumbratus","Animalia","Arthropoda","Insecta"
"Lasius alienus","Animalia","Arthropoda","Insecta"
"Temnothorax longispinosus","Animalia","Arthropoda","Insecta"
"Lasius pallitarsis","Animalia","Arthropoda","Insecta"
"Myrmica rubra","Animalia","Arthropoda","Insecta"
"Lasius americanus","Animalia","Arthropoda","Insecta"
"Formica integra","Animalia","Arthropoda","Insecta"
"Apamea commoda","Animalia","Arthropoda","Insecta"
"Catocala badia","Animalia","Arthropoda","Insecta"
"Speranza pustularia","Animalia","Arthropoda","Insecta"
"Melangyna ","Animalia","Arthropoda","Insecta"
"Blera badia","Animalia","Arthropoda","Insecta"
"Criorhina nigripes","Animalia","Arthropoda","Insecta"
"Sphaerophoria abbreviata","Animalia","Arthropoda","Insecta"
"Sphaerophoria brevipilosa","Animalia","Arthropoda","Insecta"
"Temnostoma alternans","Animalia","Arthropoda","Insecta"
"Temnostoma vespiforme","Animalia","Arthropoda","Insecta"
"Cheilosia tristis","Animalia","Arthropoda","Insecta"
"Sphaerophoria ","Animalia","Arthropoda","Insecta"
"Xylota annulifera","Animalia","Arthropoda","Insecta"
"Chrysotoxum chinook","Animalia","Arthropoda","Insecta"
"Pterallastes thoracicus","Animalia","Arthropoda","Insecta"
"Melanostoma ","Animalia","Arthropoda","Insecta"
"Parasyrphus relictus","Animalia","Arthropoda","Insecta"
"Xanthogramma flavipes","Animalia","Arthropoda","Insecta"
"Pyrophaena rosarum","Animalia","Arthropoda","Insecta"
"Xylota hinei","Animalia","Arthropoda","Insecta"
"Xylota quadrimaculata","Animalia","Arthropoda","Insecta"
"Sphaerophoria asymmetrica","Animalia","Arthropoda","Insecta"
"Sphaerophoria novaeangliae","Animalia","Arthropoda","Insecta"
"Heringia ","Animalia","Arthropoda","Insecta"
"Bakerella cinerea","Animalia","Arthropoda","Insecta"
"Megamelus distinctus","Animalia","Arthropoda","Insecta"
"Nothodelphax albocarinata","Animalia","Arthropoda","Insecta"
"Philaenus leucophthalmus","Animalia","Arthropoda","Insecta"
"Lygus lineolaris","Animalia","Arthropoda","Insecta"
"Campylenchia latipes","Animalia","Arthropoda","Insecta"
"Prepops rubrovittatus","Animalia","Arthropoda","Insecta"
"Oncopsis variabilis","Animalia","Arthropoda","Insecta"
"Neophilaenus lineatus","Animalia","Arthropoda","Insecta"
"Stictopleurus punctiventris","Animalia","Arthropoda","Insecta"
"Cordilura ","Animalia","Arthropoda","Insecta"
"Stenamma diecki","Animalia","Arthropoda","Insecta"
"Myrmica lobifrons","Animalia","Arthropoda","Insecta"
"Myrmica fracticornis","Animalia","Arthropoda","Insecta"
"Formica neorufibarbis","Animalia","Arthropoda","Insecta"
"Formica neogagates","Animalia","Arthropoda","Insecta"
"Formica lasioides","Animalia","Arthropoda","Insecta"
"Formica glacialis","Animalia","Arthropoda","Insecta"
"Dolichoderus pustulatus","Animalia","Arthropoda","Insecta"
"Andrena vicina","Animalia","Arthropoda","Insecta"
"Lasioglossum oblongum","Animalia","Arthropoda","Insecta"
"Osmia simillima","Animalia","Arthropoda","Insecta"
"Pherbecta limenitis","Animalia","Arthropoda","Insecta"
"Ochthera ","Animalia","Arthropoda","Insecta"
"Chaetopsis ","","",""
" ","","",""
"Notiphila caudata","Animalia","Arthropoda","Insecta"
"Anomogyna elimata","Animalia","Arthropoda","Insecta"
"Apamea alia","Animalia","Arthropoda","Insecta"
"Dineutus ","Animalia","Arthropoda","Insecta"
"Carcinus maenas","","",""
"Agelenopsis ","Animalia","Arthropoda","Arachnida"
"Eristalis dimidiata","Animalia","Arthropoda","Insecta"
"Anurida maritima","Animalia","Arthropoda","Entognatha"
"Callirhytis furva","Animalia","Arthropoda","Insecta"
"Cupido comyntas","Animalia","Arthropoda","Insecta"
"Ellychnia corrusca","Animalia","Arthropoda","Insecta"
"Ladona exusta","Animalia","Arthropoda","Insecta"
"Apantesis virgo","Animalia","Arthropoda","Insecta"
"Heterocampa biundata","Animalia","Arthropoda","Insecta"
"Maladera castanea","Animalia","Arthropoda","Insecta"
"Bombus fernaldae","Animalia","Arthropoda","Insecta"
"Swammerdamia caesiella","Animalia","Arthropoda","Insecta"
"Atteva aurea","Animalia","Arthropoda","Insecta"
"Argyresthia goedartella","Animalia","Arthropoda","Insecta"
"Desmia maculalis","Animalia","Arthropoda","Insecta"
"Macaria notata","Animalia","Arthropoda","Insecta"
"Schizura unicornis","Animalia","Arthropoda","Insecta"
"Oligocentria lignicolor","Animalia","Arthropoda","Insecta"
"Drepana bilineata","Animalia","Arthropoda","Insecta"
"Idia concisa","Animalia","Arthropoda","Insecta"
"Bolitotherus cornutus","Animalia","Arthropoda","Insecta"
"Phyciodes cocyta","Animalia","Arthropoda","Insecta"
"Notonecta ","Animalia","Arthropoda","Insecta"
"Dasineura crataegibedeguar","Animalia","Arthropoda","Insecta"
"Ladona julia","Animalia","Arthropoda","Insecta"
"Coenonympha tullia","Animalia","Arthropoda","Insecta"
"Macaria brunneata","Animalia","Arthropoda","Insecta"
"Eristalis transversa","Animalia","Arthropoda","Insecta"
"Prenolepis imparis","Animalia","Arthropoda","Insecta"
"Anatrytone logan","Animalia","Arthropoda","Insecta"
"Amblyscirtes vialis","Animalia","Arthropoda","Insecta"
"Carterocephalus palaemon","Animalia","Arthropoda","Insecta"
"Enallagma ","Animalia","Arthropoda","Insecta"
"Megisto cymela","Animalia","Arthropoda","Insecta"
"Apantesis figurata","Animalia","Arthropoda","Insecta"
"Argyria critica","Animalia","Arthropoda","Insecta"
"Melandrya labiata","Animalia","Arthropoda","Insecta"
"Lycaena epixanthe","Animalia","Arthropoda","Insecta"
"Coleophora serratella","Animalia","Arthropoda","Insecta"
"Brachyleptura brevis","Animalia","Arthropoda","Insecta"
"Ectobius ","Animalia","Arthropoda","Insecta"
"Melissodes druriella","Animalia","Arthropoda","Insecta"
"Peponapis pruinosa","Animalia","Arthropoda","Insecta"
"Lasioglossum cressonii","Animalia","Arthropoda","Insecta"
"Lasioglossum lineatulum","Animalia","Arthropoda","Insecta"
"Lasioglossum leucozonium","Animalia","Arthropoda","Insecta"
"Sphecodes townesi","Animalia","Arthropoda","Insecta"
"Lasioglossum quebecense","Animalia","Arthropoda","Insecta"
"Bombus ","Animalia","Arthropoda","Insecta"
"Lasioglossum zonulum","Animalia","Arthropoda","Insecta"
"Andrena carlini","Animalia","Arthropoda","Insecta"
"Andrena forbesii","Animalia","Arthropoda","Insecta"
"Andrena cressonii","Animalia","Arthropoda","Insecta"
"Andrena ","Animalia","Arthropoda","Insecta"
"Lasioglossum versatum","Animalia","Arthropoda","Insecta"
"Melissodes illata","Animalia","Arthropoda","Insecta"
"Melissodes trinodis","Animalia","Arthropoda","Insecta"
"Lasioglossum pilosum","Animalia","Arthropoda","Insecta"
"Lasioglossum ","Animalia","Arthropoda","Insecta"
"Halictus ligatus","Animalia","Arthropoda","Insecta"
"Calliopsis andreniformis","Animalia","Arthropoda","Insecta"
"Lasioglossum subviridatum","Animalia","Arthropoda","Insecta"
"Agapostemon virescens","Animalia","Arthropoda","Insecta"
"Osmia atriventris","Animalia","Arthropoda","Insecta"
"Lasioglossum coriaceum","Animalia","Arthropoda","Insecta"
"Lasioglossum laevissimum","Animalia","Arthropoda","Insecta"
"Sphecodes ","Animalia","Arthropoda","Insecta"
"Hylaeus basalis","Animalia","Arthropoda","Insecta"
"Osmia virga","Animalia","Arthropoda","Insecta"
"Megachile latimanus","Animalia","Arthropoda","Insecta"
"Ectemnius lapidarius","Animalia","Arthropoda","Insecta"
"Dolichovespula adulterina","Animalia","Arthropoda","Insecta"
"Aphilanthops frigidus","Animalia","Arthropoda","Insecta"
"Hoplitis producta","Animalia","Arthropoda","Insecta"
"Ceratina calcarata","Animalia","Arthropoda","Insecta"
"Ectemnius dives","Animalia","Arthropoda","Insecta"
"Nysson lateralis","Animalia","Arthropoda","Insecta"
"Lasioglossum versans","Animalia","Arthropoda","Insecta"
"Epeolus scutellaris","Animalia","Arthropoda","Insecta"
"Bombus sandersoni","Animalia","Arthropoda","Insecta"
"Lasioglossum rufitarse","Animalia","Arthropoda","Insecta"
"Passaloecus cuspidatus","Animalia","Arthropoda","Insecta"
"Trypoxylon frigidum","Animalia","Arthropoda","Insecta"
"Hylaeus ","Animalia","Arthropoda","Insecta"
"Ectemnius maculosus","Animalia","Arthropoda","Insecta"
"Bembix americana","Animalia","Arthropoda","Insecta"
"Colletes simulans","Animalia","Arthropoda","Insecta"
"Hylaeus annulatus","Animalia","Arthropoda","Insecta"
"Hylaeus modestus","Animalia","Arthropoda","Insecta"
"Lasioglossum cinctipes","Animalia","Arthropoda","Insecta"
"Hylaeus verticalis","Animalia","Arthropoda","Insecta"
"Passaloecus singularis","Animalia","Arthropoda","Insecta"
"Sphecodes confertus","Animalia","Arthropoda","Insecta"
"Tachysphex tarsatus","Animalia","Arthropoda","Insecta"
"Ectemnius continuus","Animalia","Arthropoda","Insecta"
"Perdita octomaculata","Animalia","Arthropoda","Insecta"
"Megachile gemula","Animalia","Arthropoda","Insecta"
"Dolichovespula norvegicoides","Animalia","Arthropoda","Insecta"
"Crabro latipes","Animalia","Arthropoda","Insecta"
"Passaloecus monilicornis","Animalia","Arthropoda","Insecta"
"Crossocerus nigritus","Animalia","Arthropoda","Insecta"
"Crossocerus barbipes","Animalia","Arthropoda","Insecta"
"Andrena ceanothi","Animalia","Arthropoda","Insecta"
"Melissodes subillata","Animalia","Arthropoda","Insecta"
"Melissodes ","Animalia","Arthropoda","Insecta"
"Andrena bisalicis","Animalia","Arthropoda","Insecta"
"Andrena algida","Animalia","Arthropoda","Insecta"
"Osmia pumila","Animalia","Arthropoda","Insecta"
"Nomada luteoloides","Animalia","Arthropoda","Insecta"
"Nomada maculata","Animalia","Arthropoda","Insecta"
"Osmia caerulescens","Animalia","Arthropoda","Insecta"
"Osmia collinsiae","Animalia","Arthropoda","Insecta"
"Coelioxys sodalis","Animalia","Arthropoda","Insecta"
"Osmia inspergens","Animalia","Arthropoda","Insecta"
"Lasioglossum paradmirandum","Animalia","Arthropoda","Insecta"
"Lasioglossum abanci","Animalia","Arthropoda","Insecta"
"Triepeolus pectoralis","Animalia","Arthropoda","Insecta"
"Andrena carolina","Animalia","Arthropoda","Insecta"
"Andrena mandibularis","Animalia","Arthropoda","Insecta"
"Nomada pygmaea","Animalia","Arthropoda","Insecta"
"Nomada ","Animalia","Arthropoda","Insecta"
"Andrena bradleyi","Animalia","Arthropoda","Insecta"
"Nomada cressonii","Animalia","Arthropoda","Insecta"
"Andrena miserabilis","Animalia","Arthropoda","Insecta"
"Coelioxys porterae","Animalia","Arthropoda","Insecta"
"Andrena frigida","Animalia","Arthropoda","Insecta"
"Osmia bucephala","Animalia","Arthropoda","Insecta"
"Lasioglossum viridatum","Animalia","Arthropoda","Insecta"
"Andrena wheeleri","Animalia","Arthropoda","Insecta"
"Nomada cuneata","Animalia","Arthropoda","Insecta"
"Pemphredon inornata","Animalia","Arthropoda","Insecta"
"Lasioglossum foxii","Animalia","Arthropoda","Insecta"
"Nomada articulata","Animalia","Arthropoda","Insecta"
"Halictus parallelus","Animalia","Arthropoda","Insecta"
"Ceratina ","Animalia","Arthropoda","Insecta"
"Nomada imbricata","Animalia","Arthropoda","Insecta"
"Lasioglossum callidum","Animalia","Arthropoda","Insecta"
"Andrena thaspii","Animalia","Arthropoda","Insecta"
"Lasioglossum truncatum","Animalia","Arthropoda","Insecta"
"Hylaeus mesillae","Animalia","Arthropoda","Insecta"
"Andrena nigrae","Animalia","Arthropoda","Insecta"
"Andrena nasonii","Animalia","Arthropoda","Insecta"
"Nomada inepta","Animalia","Arthropoda","Insecta"
"Chrysis ","Animalia","Arthropoda","Insecta"
"Chrysura cobaltina","Animalia","Arthropoda","Insecta"
"Ancistrocerus ","Animalia","Arthropoda","Insecta"
"Andrena (Trachandrena)","Animalia","Arthropoda","Insecta"
"Osmia albiventris","Animalia","Arthropoda","Insecta"
"Aeshna subarctica","Animalia","Arthropoda","Insecta"
"Andrena hirticincta","Animalia","Arthropoda","Insecta"
"Andrena carlini",NA,NA,NA
"Lasioglossum leucozonium",NA,NA,NA
"Halictus rubicundus",NA,NA,NA
"Russula dissimulans",NA,NA,NA
"Sphacelaria britannica",NA,NA,NA
"Lasioglossum laevissimum",NA,NA,NA
"Bombus terricola",NA,NA,NA
"Formica neorufibarbis",NA,NA,NA
"Cladonia strepsilis",NA,NA,NA
"Bombus bimaculatus",NA,NA,NA
"Cladina mitis",NA,NA,NA
"Verrucaria maura",NA,NA,NA
"Nomada luteoloides",NA,NA,NA
"Cepphus grylle",NA,NA,NA
"Augochlorella aurata",NA,NA,NA
"Cladonia uncialis",NA,NA,NA
"Lasioglossum oblongum",NA,NA,NA
"Lecanora albella",NA,NA,NA
"Evernia mesomorpha",NA,NA,NA
"Muhlenbergia glomerata",NA,NA,NA
"Cladonia boryi",NA,NA,NA
"Lichenomphalia umbellifera",NA,NA,NA
"Stereocaulon saxatile",NA,NA,NA
"Tyromyces chioneus",NA,NA,NA
"Ectemnius dives",NA,NA,NA
"Usnea ceratina",NA,NA,NA
"Lasallia papulosa",NA,NA,NA
"Bombus ternarius",NA,NA,NA
"Porphyrostromium ciliare",NA,NA,NA
"Ulvaria obscura",NA,NA,NA
"Umbilicaria americana",NA,NA,NA
"Melanelia fuliginosa",NA,NA,NA
"Mycoblastus sanguinarius",NA,NA,NA
"Berkeleya rutilans",NA,NA,NA
"Parmotrema crinitum",NA,NA,NA
"Chaetomorpha brachygona",NA,NA,NA
"Parmelia omphalodes",NA,NA,NA
"Umbilicaria torrefacta",NA,NA,NA
"Leptogium cyanescens",NA,NA,NA
"Chordaria flagelliformis",NA,NA,NA
"Dolichoderus plagiatus",NA,NA,NA
"Usnea merrillii",NA,NA,NA
"Lasioglossum cressonii",NA,NA,NA
"Lasioglossum planatum",NA,NA,NA
"Enteromorpha intestinalis",NA,NA,NA
"Hypogymnia physodes",NA,NA,NA
"Peltigera polydactylon",NA,NA,NA
"Ulva lactuca",NA,NA,NA
"Lasioglossum hitchensi",NA,NA,NA
"Fucus vesiculosus",NA,NA,NA
"Chondrus crispus",NA,NA,NA
"Hypnum imponens",NA,NA,NA
"Cetraria islandica",NA,NA,NA
"Bombus vagans",NA,NA,NA
"Pungitius pungitius",NA,NA,NA
"Lactarius griseus",NA,NA,NA
"Myrmica detritinodis",NA,NA,NA
"Lasioglossum ",NA,NA,NA
"Usnea subfloridana",NA,NA,NA
"Lasioglossum ephialtum",NA,NA,NA
"Sphagnum strictum",NA,NA,NA
"Rhizocarpon macrosporum",NA,NA,NA
"Parmelia saxatilis",NA,NA,NA
"Cladonia squamosa",NA,NA,NA
"Lasioglossum versatum",NA,NA,NA
"Lasioglossum versans",NA,NA,NA
"Clauzadeana macula",NA,NA,NA
"Porphyra umbilicalis",NA,NA,NA
"Aphilanthops frigidus",NA,NA,NA
"Cladonia grayi",NA,NA,NA
"Hypnum reptile",NA,NA,NA
"Alaria esculenta",NA,NA,NA
"Stigmidium marinum",NA,NA,NA
"Punctelia rudecta",NA,NA,NA
"Megachile melanophaea",NA,NA,NA
"Eurhynchium strigosum",NA,NA,NA
"Hildenbrandia rubra",NA,NA,NA
"Andrena forbesii",NA,NA,NA
"Lasioglossum quebecense",NA,NA,NA
"Blepharostoma trichophyllum",NA,NA,NA
"Lecanora wisconsinensis",NA,NA,NA
"Ancistrocerus catskill",NA,NA,NA
"Scutellaria galericulata",NA,NA,NA
"Hypotrachyna afrorevoluta",NA,NA,NA
"Halictus confusus",NA,NA,NA
"Huperzia selago",NA,NA,NA
"Campylium radicale",NA,NA,NA
"Ceratodon purpureus",NA,NA,NA
"Cladonia gracilis",NA,NA,NA
"Cladonia rangiferina",NA,NA,NA
"Leptorhaphis epidermidis",NA,NA,NA
"Parmelia sulcata",NA,NA,NA
"Cladonia coniocraea",NA,NA,NA
"Xanthoparmelia plittii",NA,NA,NA
"Lasioglossum acuminatum",NA,NA,NA
"Nomada pygmaea",NA,NA,NA
"Andreaea rothii",NA,NA,NA
"Lecanora pulicaris",NA,NA,NA
"Pyxine sorediata",NA,NA,NA
"Protomonostroma undulatum",NA,NA,NA
"Equisetum arvense",NA,NA,NA
"Carex lurida",NA,NA,NA
"Xanthoparmelia conspersa",NA,NA,NA
"Lepraria neglecta",NA,NA,NA
"Elachista fucicola",NA,NA,NA
"Formica fusca",NA,NA,NA
"Philaenus spumarius",NA,NA,NA
"Sarracenia purpurea",NA,NA,NA
"Myrmica sp",NA,NA,NA
"Cladonia cristatella",NA,NA,NA
"Hypogymnia krogii",NA,NA,NA
"Halictus ",NA,NA,NA
"Melanelia subaurifera",NA,NA,NA
"Cladonia furcata",NA,NA,NA
"Fucus spiralis",NA,NA,NA
"Campanula rotundifolia",NA,NA,NA
"Sphagnum lescurii",NA,NA,NA
"Sphacelaria cirrosa",NA,NA,NA
"Scytosiphon lomentaria",NA,NA,NA
"Physcia stellaris",NA,NA,NA
"Cladonia stellaris",NA,NA,NA
"Pertusaria macounii",NA,NA,NA
"Ceramium rubrum",NA,NA,NA
"Lasioglossum taylorae",NA,NA,NA
"Cladonia arbuscula",NA,NA,NA
"Hylaeus annulatus",NA,NA,NA
"Spiranthes lacera",NA,NA,NA
"Vaccinium corymbosum",NA,NA,NA
"Cetraria aculeata",NA,NA,NA
"Osmia simillima",NA,NA,NA
"Parmelia squarrosa",NA,NA,NA
"Polytrichum piliferum",NA,NA,NA
"Caloplaca holocarpa",NA,NA,NA
"Oceanodroma leucorhoa",NA,NA,NA
"Arthonia radiata",NA,NA,NA
"Russula atropurpurea",NA,NA,NA
"Andrena carolina",NA,NA,NA
"Psilolechia lucida",NA,NA,NA
"Cladonia caroliniana",NA,NA,NA
"Lasioglossum cinctipes",NA,NA,NA
"Gastrellarius honestus",NA,NA,NA
"Plantago maritima",NA,NA,NA
"Andrena ceanothi",NA,NA,NA
"Pylaiella littoralis",NA,NA,NA
"Dulichium arundinaceum",NA,NA,NA
"Devaleraea ramentacea",NA,NA,NA
"Bombus perplexus",NA,NA,NA
"Chaetopsis apicalis",NA,NA,NA
"Ulva compressa",NA,NA,NA
"Suillus pictus",NA,NA,NA
"Osmia atriventris",NA,NA,NA
"Lobaria quercizans",NA,NA,NA
"Hylaeus basalis",NA,NA,NA
"Sphagnum acutifolium",NA,NA,NA
"Bombus fernaldae",NA,NA,NA
"Cortinarius cylindripes",NA,NA,NA
"Athyrium filix",NA,NA,NA
"Ectemnius lapidarius",NA,NA,NA
"Leathesia marina",NA,NA,NA
"Usnea longissima",NA,NA,NA
"Imshaugia placorodia",NA,NA,NA
"Verrucaria mucosa",NA,NA,NA
"Pycnothelia papillaria",NA,NA,NA
"Fucus distichus",NA,NA,NA
"Dictyophora duplicata",NA,NA,NA
"Polytrichum commune",NA,NA,NA
"Pannaria lurida",NA,NA,NA
"Dictyosiphon foeniculaceus",NA,NA,NA
"Chaetomorpha melagonium",NA,NA,NA
"Eriophorum virginicum",NA,NA,NA
"Formica glacialis",NA,NA,NA
"Platismatia tuckermanii",NA,NA,NA
"Prunus pennsylvanica",NA,NA,NA
"Collema furfuraceum",NA,NA,NA
"Sphecodes townesi",NA,NA,NA
"Porphyra purpurea",NA,NA,NA
"Caripeta divisata",NA,NA,NA
"Larix laricina",NA,NA,NA
"Menegazzia subsimilis",NA,NA,NA
"Cortinarius glaucopus",NA,NA,NA
"Haematomma ochrophaeum",NA,NA,NA
"Dolichovespula arenaria",NA,NA,NA
"Bufo americanus",NA,NA,NA
"Sphagnum pulchrum",NA,NA,NA
"Orbilia polyporacea",NA,NA,NA
"Prociphilus ",NA,NA,NA
"Gymnosporangium corniculans",NA,NA,NA
"Parmeliopsis hyperopta",NA,NA,NA
"Cetraria orbata",NA,NA,NA
"Hypogymnia krogiae",NA,NA,NA
"Megachile gemula",NA,NA,NA
"Phaeophyscia pusilloides",NA,NA,NA
"Parmeliopsis ambigua",NA,NA,NA
"Solidago uliginosa",NA,NA,NA
"Bombus sandersoni",NA,NA,NA
"Polysiphonia lanosa",NA,NA,NA
"Lobaria scrobiculata",NA,NA,NA
"Pleurozium schreberi",NA,NA,NA
"Cladonia pleurota",NA,NA,NA
"Dolichoderus pustulatus",NA,NA,NA
"Caloplaca flavovirescens",NA,NA,NA
"Phoxinus eos",NA,NA,NA
"Andrena nubecula",NA,NA,NA
"Fontinalis dalecarlica",NA,NA,NA
"Cladonia macilenta",NA,NA,NA
"Leucodon sciuroides",NA,NA,NA
"Heracleum lanatum",NA,NA,NA
"Neophilaenus lineatus",NA,NA,NA
"Cortinarius infractus",NA,NA,NA
"Cladonia maxima",NA,NA,NA
"Imshaugia aleurites",NA,NA,NA
"Rhizoclonium tortuosum",NA,NA,NA
"Pertusaria multipunctoides",NA,NA,NA
"Prepops rubrovittatus",NA,NA,NA
"Salix pyrifolia",NA,NA,NA
"Bazzania trilobata",NA,NA,NA
"Dicranum scoparium",NA,NA,NA
"Leccinum scabrum",NA,NA,NA
"Parmotrema perlatum",NA,NA,NA
"Physcia subtilis",NA,NA,NA
"Cladonia floerkeana",NA,NA,NA
"Cortinarius caperatus",NA,NA,NA
"Ectemnius arcuatus",NA,NA,NA
"Passaloecus cuspidatus",NA,NA,NA
"Plagiothecium elegans",NA,NA,NA
"Umbilicaria muehlenbergii",NA,NA,NA
"Cladonia mitis",NA,NA,NA
"Ahnfeltia plicata",NA,NA,NA
"Lactarius hibbardiae",NA,NA,NA
"Polypodium vulgare",NA,NA,NA
"Nomada maculata",NA,NA,NA
"Hypocenomyce anthracophila",NA,NA,NA
"Dumontia contorta",NA,NA,NA
"Buellia erubescens",NA,NA,NA
"Myrmica lobifrons",NA,NA,NA
"Ralfsia verrucosa",NA,NA,NA
"Xylographa opegraphella",NA,NA,NA
"Stereocaulon dactylophyllum",NA,NA,NA
"Peltigera didactyla",NA,NA,NA
"Xanthoparmelia stenophylla",NA,NA,NA
"Ralfsia clavata",NA,NA,NA
"Andrena nigrae",NA,NA,NA
"Cladophora sericea",NA,NA,NA
"Sialis vagans",NA,NA,NA
"Osmunda cinnamomea",NA,NA,NA
"Equisetum sylvaticum",NA,NA,NA
"Formica exsectoides",NA,NA,NA
"Speranza pustularia",NA,NA,NA
"Dibaeis baeomyces",NA,NA,NA
